UTC,Temperature,Humidity,TVOC,eCO2,Raw_H2,Raw_Ethanol,Pressure,PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire_Alarm
1654763882,19.99,50.36,54,400,13202,20118,939.627,0.89,0.92,6.11,0.952,0.022,2539,0
1654763883,20.04,49.83,49,400,13206,20129,939.627,0.85,0.89,5.87,0.915,0.021,2540,0
1654763884,20.12,49.4,58,400,13204,20117,939.627,0.84,0.87,5.77,0.899,0.02,2541,0
1654763885,20.16,48.99,49,400,13204,20127,939.627,0.82,0.85,5.62,0.877,0.02,2542,0
1654763886,20.2,48.68,54,400,13201,20109,939.627,0.76,0.79,5.26,0.82,0.019,2543,0
1654763887,20.25,48.43,54,400,13204,20122,939.63,0.73,0.76,5.05,0.788,0.018,2544,0
1654763888,20.3,48.2,64,400,13195,20117,939.621,0.67,0.7,4.61,0.718,0.016,2545,0
1654763889,20.33,47.98,57,400,13202,20128,939.617,0.66,0.68,4.53,0.706,0.016,2546,0
1654763890,20.37,47.82,62,400,13193,20112,939.616,0.64,0.66,4.38,0.684,0.015,2547,0
1654763891,20.41,47.64,59,400,13205,20125,939.622,0.63,0.66,4.37,0.681,0.015,2548,0
1654763892,20.44,47.55,57,400,13201,20116,939.623,0.61,0.64,4.23,0.659,0.015,2549,0
1654763893,20.47,47.36,65,400,13197,20110,939.629,0.61,0.64,4.21,0.657,0.015,2550,0
1654763894,20.5,47.3,60,400,13197,20115,939.642,0.62,0.64,4.26,0.665,0.015,2551,0
1654763895,20.51,47.22,58,400,13200,20118,939.631,0.64,0.67,4.42,0.69,0.016,2552,0
1654763896,20.53,47.1,59,400,13205,20113,939.626,0.73,0.76,5.02,0.782,0.018,2553,0
1654763897,20.57,47.01,57,400,13197,20115,939.631,0.76,0.79,5.22,0.814,0.018,2554,0
1654763898,20.58,46.92,66,400,13193,20096,939.63,0.8,0.83,5.51,0.86,0.019,2555,0
1654763899,20.6,46.87,63,400,13197,20107,939.636,0.82,0.85,5.61,0.875,0.02,2556,0
1654763900,20.61,46.81,67,400,13193,20111,939.634,0.83,0.87,5.75,0.896,0.02,2557,0
1654763901,20.64,46.75,64,400,13203,20108,939.631,0.83,0.87,5.73,0.894,0.02,2558,0
1654763902,20.66,46.69,56,400,13194,20119,939.624,0.82,0.86,5.67,0.884,0.02,2559,0
1654763903,20.68,46.65,61,400,13194,20112,939.618,0.81,0.84,5.55,0.866,0.02,2560,0
1654763904,20.68,46.61,65,400,13192,20112,939.617,0.81,0.84,5.56,0.866,0.02,2561,0
1654763905,20.7,46.55,64,400,13193,20113,939.612,0.81,0.84,5.55,0.865,0.02,2562,0
1654763906,20.71,46.5,70,400,13197,20113,939.624,0.8,0.83,5.49,0.856,0.019,2563,0
1654763907,19.49,46.43,99,400,13172,20083,939.631,0.77,0.8,5.3,0.826,0.019,2564,0
1654763908,19.03,46.9,95,400,13168,20071,939.624,0.77,0.8,5.27,0.823,0.019,2565,0
1654763909,18.82,47.62,100,400,13172,20078,939.627,0.77,0.8,5.28,0.823,0.019,2566,0
1654763910,18.71,48.35,100,400,13175,20080,939.625,0.77,0.8,5.31,0.828,0.019,2567,0
1654763911,18.6,49.03,96,400,13178,20085,939.621,0.78,0.81,5.35,0.834,0.019,2568,0
1654763912,18.55,49.61,87,400,13177,20081,939.628,0.79,0.82,5.46,0.852,0.019,2569,0
1654763913,18.47,50.16,86,400,13183,20084,939.615,0.83,0.86,5.7,0.889,0.02,2570,0
1654763914,18.41,50.56,89,400,13186,20088,939.621,0.85,0.89,5.88,0.917,0.021,2571,0
1654763915,18.36,50.97,80,400,13195,20097,939.622,0.9,0.94,6.22,0.97,0.022,2572,0
1654763916,18.33,51.3,66,400,13191,20091,939.625,0.92,0.95,6.32,0.986,0.022,2573,0
1654763917,18.3,51.56,69,400,13198,20103,939.624,0.94,0.97,6.45,1.006,0.023,2574,0
1654763918,18.23,51.82,62,400,13200,20109,939.62,0.94,0.98,6.48,1.01,0.023,2575,0
1654763919,18.17,52.05,73,400,13200,20101,939.62,0.93,0.96,6.38,0.995,0.022,2576,0
1654763920,18.16,52.18,71,400,13202,20105,939.609,0.91,0.95,6.27,0.978,0.022,2577,0
1654763921,18.13,52.34,72,400,13196,20107,939.607,0.9,0.93,6.18,0.964,0.022,2578,0
1654763922,18.12,52.52,60,400,13202,20110,939.606,0.88,0.92,6.08,0.948,0.021,2579,0
1654763923,18.1,52.65,68,400,13198,20108,939.616,0.85,0.88,5.85,0.913,0.021,2580,0
1654763924,18.06,52.75,73,400,13195,20100,939.624,0.84,0.87,5.79,0.903,0.02,2581,0
1654763925,18.05,52.84,63,400,13197,20106,939.633,0.85,0.88,5.83,0.909,0.021,2582,0
1654763926,18.02,52.95,55,400,13200,20111,939.618,0.85,0.89,5.87,0.916,0.021,2583,0
1654763927,18,53.08,59,400,13202,20113,939.627,0.85,0.89,5.88,0.917,0.021,2584,0
1654763928,17.96,53.16,59,400,13195,20106,939.626,0.87,0.9,5.95,0.928,0.021,2585,0
1654763929,17.95,53.22,75,400,13196,20108,939.627,0.87,0.9,5.97,0.931,0.021,2586,0
1654763930,17.96,53.25,69,400,13191,20101,939.634,0.86,0.89,5.92,0.923,0.021,2587,0
1654763931,17.96,53.36,66,400,13190,20102,939.643,0.86,0.89,5.91,0.922,0.021,2588,0
1654763932,17.93,53.43,67,400,13200,20114,939.638,0.88,0.91,6.03,0.94,0.021,2589,0
1654763933,17.89,53.45,60,400,13193,20106,939.646,0.88,0.92,6.08,0.948,0.021,2590,0
1654763934,17.88,53.51,72,400,13192,20106,939.638,0.88,0.92,6.09,0.949,0.021,2591,0
1654763935,17.88,53.52,67,400,13196,20105,939.637,0.89,0.93,6.15,0.959,0.022,2592,0
1654763936,17.86,53.57,62,400,13198,20107,939.633,0.91,0.95,6.26,0.977,0.022,2593,0
1654763937,19.19,53.67,45,400,13210,20128,939.632,0.92,0.95,6.31,0.984,0.022,2594,0
1654763938,19.58,53.21,53,400,13215,20131,939.624,0.96,1,6.63,1.034,0.023,2595,0
1654763939,19.75,52.43,48,400,13217,20124,939.627,1.01,1.05,6.92,1.08,0.024,2596,0
1654763940,19.89,51.66,52,400,13215,20130,939.636,1.04,1.08,7.16,1.116,0.025,2597,0
1654763941,20.01,50.92,58,400,13217,20126,939.629,1.04,1.09,7.19,1.121,0.025,2598,0
1654763942,20.06,50.31,46,400,13215,20124,939.627,1.04,1.08,7.14,1.113,0.025,2599,0
1654763943,20.15,49.81,58,400,13207,20124,939.64,1.03,1.07,7.06,1.101,0.025,2600,0
1654763944,20.22,49.37,43,400,13212,20126,939.631,1.01,1.05,6.98,1.089,0.025,2601,0
1654763945,20.25,48.95,53,400,13210,20121,939.653,1.03,1.07,7.1,1.107,0.025,2602,0
1654763946,20.3,48.64,43,400,13211,20125,939.64,1.04,1.08,7.16,1.116,0.025,2603,0
1654763947,20.34,48.41,55,400,13206,20125,939.635,1.06,1.1,7.28,1.134,0.026,2604,0
1654763948,20.36,48.16,70,400,13200,20113,939.641,1.07,1.12,7.39,1.152,0.026,2605,0
1654763949,20.43,47.93,59,400,13202,20117,939.638,1.08,1.12,7.4,1.154,0.026,2606,0
1654763950,20.43,47.74,59,400,13203,20117,939.64,1.07,1.11,7.37,1.149,0.026,2607,0
1654763951,20.5,47.58,54,400,13199,20116,939.657,1.05,1.09,7.21,1.125,0.025,2608,0
1654763952,20.53,47.46,70,400,13197,20109,939.633,1.03,1.07,7.1,1.108,0.025,2609,0
1654763953,20.56,47.34,70,400,13193,20102,939.636,1.01,1.05,6.98,1.088,0.025,2610,0
1654763954,20.6,47.15,53,400,13204,20120,939.642,0.99,1.03,6.83,1.064,0.024,2611,0
1654763955,20.63,47.02,67,400,13199,20112,939.643,0.97,1.01,6.67,1.039,0.023,2612,0
1654763956,20.66,46.99,66,400,13201,20101,939.639,0.95,0.99,6.53,1.019,0.023,2613,0
1654763957,20.67,46.89,54,400,13206,20115,939.642,0.91,0.94,6.25,0.975,0.022,2614,0
1654763958,20.7,46.82,64,400,13200,20107,939.633,0.89,0.92,6.11,0.952,0.022,2615,0
1654763959,20.7,46.76,68,400,13203,20109,939.642,0.87,0.91,6.01,0.938,0.021,2616,0
1654763960,20.71,46.7,66,400,13207,20107,939.65,0.88,0.92,6.09,0.95,0.021,2617,0
1654763961,20.74,46.69,60,400,13207,20119,939.647,0.9,0.93,6.18,0.963,0.022,2618,0
1654763962,20.74,46.61,60,400,13203,20115,939.655,0.9,0.93,6.19,0.965,0.022,2619,0
1654763963,20.75,46.58,59,400,13212,20124,939.653,0.91,0.94,6.23,0.972,0.022,2620,0
1654763964,20.77,46.55,62,400,13211,20114,939.651,0.91,0.94,6.26,0.976,0.022,2621,0
1654763965,20.81,46.53,64,400,13209,20111,939.657,0.93,0.97,6.4,0.998,0.023,2622,0
1654763966,19.55,46.39,79,400,13191,20085,939.65,0.94,0.97,6.46,1.007,0.023,2623,0
1654763967,19.12,46.88,75,400,13192,20090,939.653,0.94,0.98,6.5,1.014,0.023,2624,0
1654763968,18.92,47.62,82,400,13188,20094,939.647,0.94,0.97,6.45,1.005,0.023,2625,0
1654763969,18.78,48.39,78,400,13195,20100,939.642,0.93,0.97,6.43,1.003,0.023,2626,0
1654763970,18.69,49.07,79,400,13200,20100,939.635,0.94,0.97,6.45,1.006,0.023,2627,0
1654763971,18.61,49.6,78,400,13193,20100,939.636,0.95,0.99,6.54,1.019,0.023,2628,0
1654763972,18.57,50.1,71,400,13200,20103,939.64,0.95,0.99,6.55,1.021,0.023,2629,0
1654763973,18.5,50.49,76,400,13197,20102,939.644,0.95,0.99,6.57,1.025,0.023,2630,0
1654763974,18.47,50.88,69,400,13195,20106,939.632,0.98,1.02,6.73,1.05,0.024,2631,0
1654763975,18.4,51.18,70,400,13201,20107,939.637,1,1.04,6.9,1.076,0.024,2632,0
1654763976,18.36,51.49,58,400,13202,20116,939.637,1.08,1.12,7.43,1.159,0.026,2633,0
1654763977,18.3,51.68,64,400,13198,20108,939.643,1.13,1.17,7.76,1.211,0.027,2634,0
1654763978,18.27,51.88,66,400,13201,20113,939.641,1.21,1.26,8.31,1.296,0.029,2635,0
1654763979,18.26,52.05,65,400,13199,20117,939.641,1.24,1.29,8.54,1.332,0.03,2636,0
1654763980,18.21,52.21,64,400,13197,20110,939.64,1.29,1.34,8.87,1.383,0.031,2637,0
1654763981,18.2,52.29,60,400,13194,20100,939.643,1.3,1.35,8.93,1.393,0.031,2638,0
1654763982,18.16,52.43,77,400,13198,20102,939.648,1.28,1.33,8.83,1.377,0.031,2639,0
1654763983,18.13,52.56,67,400,13197,20104,939.648,1.27,1.32,8.74,1.363,0.031,2640,0
1654763984,18.14,52.69,65,400,13200,20117,939.658,1.22,1.27,8.41,1.312,0.03,2641,0
1654763985,18.1,52.76,63,400,13200,20113,939.656,1.22,1.27,8.4,1.309,0.03,2642,0
1654763986,18.07,52.85,69,400,13195,20099,939.657,1.2,1.25,8.28,1.292,0.029,2643,0
1654763987,18.09,52.9,74,400,13191,20102,939.658,1.19,1.24,8.2,1.278,0.029,2644,0
1654763988,18.05,52.95,72,400,13194,20100,939.656,1.19,1.23,8.18,1.275,0.029,2645,0
1654763989,18.05,53.01,74,400,13195,20103,939.647,1.18,1.23,8.12,1.266,0.029,2646,0
1654763990,18.03,53.09,70,400,13194,20102,939.651,1.16,1.2,7.95,1.24,0.028,2647,0
1654763991,18.02,53.15,75,400,13196,20102,939.647,1.14,1.18,7.85,1.224,0.028,2648,0
1654763992,18,53.19,69,400,13194,20111,939.65,1.1,1.14,7.57,1.181,0.027,2649,0
1654763993,17.99,53.22,70,400,13191,20106,939.649,1.08,1.12,7.41,1.156,0.026,2650,0
1654763994,17.99,53.28,86,400,13192,20101,939.657,1.05,1.1,7.26,1.132,0.026,2651,0
1654763995,17.95,53.33,85,400,13193,20099,939.655,1.06,1.1,7.26,1.132,0.026,2652,0
1654763996,19.29,53.42,56,400,13207,20117,939.665,1.06,1.11,7.33,1.143,0.026,2653,0
1654763997,19.68,52.92,61,400,13208,20113,939.666,1.06,1.1,7.31,1.14,0.026,2654,0
1654763998,19.83,52.12,55,400,13209,20117,939.66,1.05,1.09,7.2,1.123,0.025,2655,0
1654763999,19.98,51.33,58,400,13201,20112,939.661,1.01,1.05,6.98,1.088,0.025,2656,0
1654764000,20.06,50.61,61,400,13201,20112,939.657,1.01,1.04,6.92,1.079,0.024,2657,0
1654764001,20.15,50,54,400,13206,20113,939.65,0.99,1.03,6.83,1.065,0.024,2658,0
1654764002,20.22,49.43,69,400,13201,20104,939.649,0.99,1.03,6.8,1.06,0.024,2659,0
1654764003,20.26,49.01,57,400,13204,20108,939.655,0.98,1.02,6.76,1.054,0.024,2660,0
1654764004,20.33,48.61,79,400,13189,20094,939.651,0.98,1.02,6.74,1.051,0.024,2661,0
1654764005,20.37,48.31,75,400,13199,20103,939.65,1,1.04,6.9,1.075,0.024,2662,0
1654764006,20.43,48.01,73,400,13196,20104,939.653,1.02,1.06,7,1.092,0.025,2663,0
1654764007,20.48,47.77,69,400,13197,20102,939.655,1.03,1.07,7.11,1.109,0.025,2664,0
1654764008,20.53,47.57,77,400,13193,20099,939.648,1.03,1.07,7.07,1.103,0.025,2665,0
1654764009,20.57,47.36,82,400,13198,20107,939.655,1.01,1.05,6.96,1.085,0.024,2666,0
1654764010,20.57,47.25,74,400,13198,20101,939.665,1,1.04,6.89,1.074,0.024,2667,0
1654764011,20.58,47.12,87,400,13189,20091,939.663,1,1.04,6.87,1.071,0.024,2668,0
1654764012,20.64,46.99,86,400,13192,20086,939.664,0.99,1.03,6.81,1.062,0.024,2669,0
1654764013,20.67,46.85,84,400,13190,20090,939.653,0.96,1,6.63,1.035,0.023,2670,0
1654764014,20.68,46.78,84,400,13192,20090,939.644,0.94,0.98,6.47,1.009,0.023,2671,0
1654764015,20.71,46.63,74,400,13192,20091,939.655,0.95,0.99,6.53,1.019,0.023,2672,0
1654764016,20.74,46.6,91,400,13190,20085,939.658,0.96,0.99,6.58,1.026,0.023,2673,0
1654764017,20.77,46.55,90,400,13189,20085,939.657,0.96,1,6.63,1.033,0.023,2674,0
1654764018,20.78,46.45,93,400,13187,20083,939.656,0.97,1,6.65,1.037,0.023,2675,0
1654764019,20.8,46.39,92,400,13189,20089,939.659,0.99,1.03,6.79,1.059,0.024,2676,0
1654764020,20.81,46.33,85,400,13192,20095,939.673,1.02,1.06,7.04,1.098,0.025,2677,0
1654764021,20.83,46.25,87,400,13189,20085,939.673,1.03,1.07,7.1,1.108,0.025,2678,0
1654764022,20.84,46.2,96,400,13190,20083,939.666,1.04,1.09,7.19,1.121,0.025,2679,0
1654764023,20.85,46.14,94,400,13184,20081,939.666,1.06,1.1,7.26,1.133,0.026,2680,0
1654764024,20.87,46.08,98,400,13191,20083,939.659,1.05,1.09,7.22,1.126,0.025,2681,0
1654764025,20.87,46.03,93,400,13187,20075,939.662,1.04,1.08,7.12,1.111,0.025,2682,0
1654764026,19.65,45.96,111,400,13172,20064,939.666,1.02,1.06,7.03,1.096,0.025,2683,0
1654764027,19.19,46.4,125,400,13168,20056,939.662,1.03,1.07,7.11,1.109,0.025,2684,0
1654764028,19.02,47.16,126,400,13168,20052,939.65,1.04,1.08,7.14,1.113,0.025,2685,0
1654764029,18.89,47.87,123,400,13162,20052,939.647,1.03,1.07,7.09,1.106,0.025,2686,0
1654764030,18.78,48.5,127,400,13165,20052,939.652,1.02,1.06,7.01,1.093,0.025,2687,0
1654764031,18.71,49.09,117,400,13174,20063,939.639,1,1.04,6.87,1.072,0.024,2688,0
1654764032,18.58,49.95,115,400,13175,20065,939.661,1.01,1.05,6.94,1.083,0.024,2689,0
1654764033,18.55,50.33,112,400,13176,20064,939.672,1.01,1.05,6.96,1.085,0.024,2690,0
1654764034,18.5,50.66,110,400,13179,20069,939.673,1.06,1.1,7.29,1.136,0.026,2691,0
1654764035,18.46,50.93,107,400,13183,20068,939.658,1.06,1.11,7.33,1.142,0.026,2692,0
1654764036,18.41,51.18,94,400,13189,20078,939.646,1.08,1.13,7.46,1.164,0.026,2693,0
1654764037,18.38,51.41,106,400,13180,20065,939.648,1.1,1.14,7.55,1.178,0.027,2694,0
1654764038,18.33,51.58,103,400,13181,20070,939.655,1.09,1.14,7.52,1.173,0.026,2695,0
1654764039,18.3,51.73,99,400,13184,20081,939.655,1.09,1.14,7.53,1.174,0.027,2696,0
1654764040,18.28,51.88,101,400,13188,20071,939.638,1.08,1.12,7.42,1.156,0.026,2697,0
1654764041,18.23,52,100,400,13189,20080,939.635,1.06,1.1,7.32,1.141,0.026,2698,0
1654764042,18.26,52.13,96,400,13189,20072,939.644,1.02,1.06,7.02,1.095,0.025,2699,0
1654764043,18.23,52.24,97,400,13188,20071,939.656,0.99,1.03,6.84,1.066,0.024,2700,0
1654764044,18.21,52.31,87,400,13193,20082,939.654,0.96,1,6.61,1.03,0.023,2701,0
1654764045,18.16,52.41,88,400,13197,20089,939.653,0.96,1,6.6,1.03,0.023,2702,0
1654764046,18.16,52.54,100,400,13193,20072,939.65,0.97,1.01,6.69,1.043,0.024,2703,0
1654764047,18.13,52.56,98,400,13192,20081,939.645,1,1.04,6.86,1.07,0.024,2704,0
1654764048,18.12,52.63,86,400,13197,20087,939.659,1.01,1.05,6.95,1.083,0.024,2705,0
1654764049,18.09,52.72,96,400,13190,20075,939.662,1.04,1.08,7.17,1.118,0.025,2706,0
1654764050,18.12,52.76,98,400,13193,20079,939.659,1.04,1.09,7.19,1.121,0.025,2707,0
1654764051,18.05,52.8,92,400,13196,20087,939.661,1.07,1.11,7.35,1.146,0.026,2708,0
1654764052,18.07,52.87,101,400,13186,20073,939.659,1.07,1.11,7.37,1.149,0.026,2709,0
1654764053,18.05,52.88,97,400,13192,20078,939.665,1.06,1.1,7.29,1.137,0.026,2710,0
1654764054,18.03,52.98,85,400,13192,20091,939.667,1.05,1.09,7.21,1.124,0.025,2711,0
1654764055,19.36,53.06,77,400,13206,20108,939.664,1.02,1.06,7.03,1.096,0.025,2712,0
1654764056,19.75,52.6,66,400,13210,20108,939.659,1.03,1.07,7.09,1.105,0.025,2713,0
1654764057,19.93,51.78,64,400,13207,20112,939.648,1.05,1.09,7.22,1.126,0.025,2714,0
1654764058,20.05,50.99,73,400,13203,20104,939.654,1.07,1.12,7.39,1.152,0.026,2715,0
1654764059,20.16,50.29,66,400,13201,20106,939.649,1.09,1.13,7.47,1.165,0.026,2716,0
1654764060,20.23,49.68,79,400,13202,20099,939.642,1.11,1.15,7.62,1.189,0.027,2717,0
1654764061,20.3,49.15,79,400,13201,20095,939.645,1.17,1.21,8.05,1.255,0.028,2718,0
1654764062,20.36,48.71,68,400,13202,20097,939.633,1.2,1.25,8.26,1.288,0.029,2719,0
1654764063,20.43,48.34,72,400,13199,20105,939.632,1.22,1.27,8.39,1.309,0.03,2720,0
1654764064,20.46,48.04,81,400,13197,20094,939.636,1.21,1.26,8.34,1.301,0.029,2721,0
1654764065,20.54,47.76,77,400,13195,20094,939.643,1.19,1.24,8.22,1.281,0.029,2722,0
1654764066,20.54,47.53,88,400,13191,20093,939.649,1.18,1.23,8.16,1.272,0.029,2723,0
1654764067,20.6,47.29,85,400,13196,20090,939.629,1.17,1.22,8.07,1.259,0.028,2724,0
1654764068,20.64,47.15,89,400,13189,20082,939.63,1.14,1.18,7.82,1.22,0.028,2725,0
1654764069,20.66,46.97,101,400,13187,20083,939.631,1.11,1.16,7.67,1.196,0.027,2726,0
1654764070,20.71,46.85,87,400,13190,20087,939.629,1.07,1.11,7.37,1.149,0.026,2727,0
1654764071,20.73,46.75,86,400,13195,20094,939.627,1.04,1.08,7.18,1.119,0.025,2728,0
1654764072,20.77,46.56,92,400,13193,20090,939.634,0.96,1,6.6,1.029,0.023,2729,0
1654764073,20.8,46.5,89,400,13191,20087,939.634,0.95,0.98,6.52,1.016,0.023,2730,0
1654764074,20.81,46.37,99,400,13188,20088,939.629,0.96,0.99,6.59,1.028,0.023,2731,0
1654764075,20.84,46.29,101,400,13188,20090,939.638,0.98,1.02,6.75,1.053,0.024,2732,0
1654764076,20.87,46.24,83,400,13191,20084,939.63,0.98,1.02,6.73,1.05,0.024,2733,0
1654764077,20.87,46.13,88,400,13187,20075,939.623,0.99,1.03,6.8,1.061,0.024,2734,0
1654764078,20.9,46.09,92,400,13189,20078,939.616,1.02,1.06,7,1.092,0.025,2735,0
1654764079,20.9,46.03,96,400,13183,20079,939.628,1.02,1.06,7.02,1.095,0.025,2736,0
1654764080,20.92,45.96,94,400,13184,20070,939.627,1.02,1.06,7.04,1.098,0.025,2737,0
1654764081,20.94,45.89,95,400,13185,20084,939.63,1.02,1.06,7.05,1.099,0.025,2738,0
1654764082,20.96,45.92,95,400,13186,20085,939.609,1.02,1.06,7.05,1.099,0.025,2739,0
1654764083,20.95,45.84,99,400,13192,20080,939.612,1.02,1.06,7.04,1.098,0.025,2740,0
1654764084,19.74,45.77,114,400,13174,20062,939.619,1.01,1.05,6.98,1.089,0.025,2741,0
1654764085,19.32,46.24,141,400,13169,20048,939.624,1.01,1.05,6.98,1.089,0.025,2742,0
1654764086,19.1,46.94,127,400,13167,20057,939.626,1.01,1.05,6.98,1.089,0.025,2743,0
1654764087,18.95,47.66,121,400,13171,20060,939.627,1.01,1.05,6.98,1.088,0.025,2744,0
1654764088,18.88,48.3,123,400,13166,20048,939.628,1.01,1.04,6.92,1.079,0.024,2745,0
1654764089,18.79,48.89,124,400,13170,20056,939.624,1,1.04,6.87,1.072,0.024,2746,0
1654764090,18.71,49.4,120,400,13173,20058,939.631,0.98,1.01,6.71,1.047,0.024,2747,0
1654764091,18.64,49.77,119,400,13170,20054,939.625,0.96,1,6.6,1.03,0.023,2748,0
1654764092,18.6,50.43,112,400,13180,20067,939.617,0.95,0.99,6.54,1.02,0.023,2749,0
1654764093,18.55,50.66,120,400,13170,20058,939.615,0.95,0.98,6.51,1.015,0.023,2750,0
1654764094,18.48,50.95,113,400,13170,20053,939.614,0.93,0.97,6.42,1.002,0.023,2751,0
1654764095,18.46,51.15,115,400,13172,20055,939.62,0.93,0.96,6.37,0.994,0.022,2752,0
1654764096,18.41,51.32,117,400,13170,20059,939.614,0.91,0.95,6.26,0.977,0.022,2753,0
1654764097,18.41,51.46,111,400,13180,20064,939.608,0.92,0.95,6.31,0.984,0.022,2754,0
1654764098,18.38,51.62,113,400,13177,20065,939.619,0.93,0.97,6.43,1.003,0.023,2755,0
1654764099,18.33,51.73,121,400,13170,20055,939.631,0.95,0.98,6.51,1.015,0.023,2756,0
1654764100,18.33,51.85,107,400,13177,20061,939.63,0.95,0.99,6.53,1.018,0.023,2757,0
1654764101,18.28,51.94,117,400,13171,20055,939.625,0.96,1,6.6,1.029,0.023,2758,0
1654764102,18.26,52.03,119,400,13172,20055,939.631,0.96,1,6.61,1.031,0.023,2759,0
1654764103,18.26,52.09,117,400,13174,20059,939.617,0.95,0.99,6.57,1.024,0.023,2760,0
1654764104,18.23,52.19,117,400,13178,20054,939.611,0.94,0.98,6.5,1.014,0.023,2761,0
1654764105,18.23,52.26,117,400,13181,20057,939.606,0.94,0.98,6.48,1.011,0.023,2762,0
1654764106,18.2,52.31,118,400,13176,20061,939.614,0.96,0.99,6.58,1.025,0.023,2763,0
1654764107,18.2,52.31,109,400,13181,20062,939.619,1,1.04,6.86,1.07,0.024,2764,0
1654764108,18.17,52.4,121,400,13177,20057,939.613,1.04,1.08,7.18,1.119,0.025,2765,0
1654764109,18.16,52.46,117,400,13177,20055,939.616,1.05,1.09,7.24,1.129,0.025,2766,0
1654764110,18.14,52.52,116,400,13173,20046,939.613,1.06,1.1,7.32,1.141,0.026,2767,0
1654764111,18.12,52.58,114,400,13172,20059,939.606,1.06,1.1,7.31,1.139,0.026,2768,0
1654764112,19.44,52.7,94,400,13189,20079,939.616,1.06,1.1,7.29,1.138,0.026,2769,0
1654764113,19.82,52.21,100,400,13190,20075,939.615,1.07,1.11,7.38,1.151,0.026,2770,0
1654764114,20.01,51.4,90,400,13193,20083,939.615,1.09,1.13,7.5,1.17,0.026,2771,0
1654764115,20.13,50.6,87,400,13194,20082,939.607,1.09,1.13,7.48,1.166,0.026,2772,0
1654764116,20.25,49.87,92,400,13193,20085,939.622,1.12,1.17,7.72,1.204,0.027,2773,0
1654764117,20.32,49.3,97,400,13186,20080,939.626,1.14,1.18,7.84,1.222,0.028,2774,0
1654764118,20.39,48.77,113,400,13181,20065,939.628,1.17,1.21,8.03,1.252,0.028,2775,0
1654764119,20.47,48.3,116,400,13178,20055,939.629,1.18,1.22,8.1,1.264,0.029,2776,0
1654764120,20.48,47.93,116,400,13185,20064,939.63,1.19,1.24,8.18,1.276,0.029,2777,0
1654764121,20.57,47.65,107,400,13182,20055,939.634,1.19,1.24,8.19,1.277,0.029,2778,0
1654764122,20.58,47.34,119,400,13179,20065,939.628,1.18,1.23,8.12,1.266,0.029,2779,0
1654764123,20.68,46.98,116,400,13181,20066,939.619,1.15,1.19,7.88,1.229,0.028,2780,0
1654764124,20.7,46.87,126,400,13182,20063,939.623,1.09,1.13,7.47,1.165,0.026,2781,0
1654764125,20.75,46.66,119,400,13182,20058,939.633,1.05,1.09,7.21,1.125,0.025,2782,0
1654764126,20.77,46.51,111,400,13183,20062,939.637,1.01,1.05,6.96,1.085,0.025,2783,0
1654764127,20.8,46.45,108,400,13182,20070,939.642,1,1.04,6.89,1.075,0.024,2784,0
1654764128,20.81,46.33,108,400,13179,20058,939.643,0.99,1.03,6.85,1.067,0.024,2785,0
1654764129,20.85,46.23,116,400,13184,20065,939.624,1,1.04,6.9,1.076,0.024,2786,0
1654764130,20.88,46.12,111,400,13178,20063,939.624,1.02,1.06,7.05,1.099,0.025,2787,0
1654764131,20.92,46.04,111,400,13183,20066,939.635,1.03,1.07,7.09,1.106,0.025,2788,0
1654764132,20.92,45.94,112,400,13185,20070,939.639,1.02,1.06,7.05,1.099,0.025,2789,0
1654764133,20.94,45.92,121,400,13178,20058,939.627,1.01,1.05,6.98,1.088,0.025,2790,0
1654764134,20.98,45.81,113,400,13181,20067,939.632,0.99,1.02,6.79,1.059,0.024,2791,0
1654764135,20.99,45.82,119,400,13177,20054,939.631,0.98,1.02,6.77,1.056,0.024,2792,0
1654764136,20.99,45.79,102,400,13182,20061,939.623,0.98,1.02,6.74,1.052,0.024,2793,0
1654764137,21.02,45.72,111,400,13183,20060,939.634,0.98,1.02,6.73,1.05,0.024,2794,0
1654764138,21.02,45.66,115,400,13179,20060,939.644,0.98,1.02,6.77,1.055,0.024,2795,0
1654764139,21.06,45.67,115,400,13176,20056,939.652,0.98,1.02,6.75,1.053,0.024,2796,0
1654764140,19.82,45.52,133,400,13157,20032,939.666,0.97,1,6.65,1.037,0.023,2797,0
1654764141,19.39,46,144,400,13158,20032,939.681,0.96,1,6.61,1.031,0.023,2798,0
1654764142,19.2,46.78,136,400,13161,20037,939.667,0.95,0.98,6.51,1.016,0.023,2799,0
1654764143,19.05,47.45,135,400,13161,20034,939.66,0.95,0.98,6.51,1.015,0.023,2800,0
1654764144,18.93,48.12,138,400,13160,20037,939.655,0.94,0.98,6.46,1.008,0.023,2801,0
1654764145,18.86,48.69,140,400,13161,20042,939.651,0.93,0.97,6.43,1.002,0.023,2802,0
1654764146,18.81,49.15,138,400,13168,20040,939.656,0.93,0.96,6.38,0.995,0.022,2803,0
1654764147,18.75,49.59,131,400,13162,20043,939.653,0.9,0.93,6.19,0.966,0.022,2804,0
1654764148,18.68,49.91,132,400,13168,20048,939.661,0.88,0.91,6.06,0.944,0.021,2805,0
1654764149,18.63,50.24,125,400,13170,20046,939.66,0.84,0.87,5.79,0.903,0.02,2806,0
